,player_name,position,team,points_this_week,predicted_points,value,GW
367,Christian Nørgaard,MID,Brentford,2,2.4405877236008404,5.5,10
368,Edson Álvarez Velázquez,MID,West Ham,1,2.4404945170170067,5.0,10
369,Amadou Onana,MID,Everton,3,2.4292624853029103,4.8,10
370,Leandro Trossard,MID,Arsenal,1,2.377550779989217,6.5,10
371,Jack Harrison,MID,Everton,6,2.328569488737427,5.5,10
372,Lucas Tolentino Coelho de Lima,MID,West Ham,1,2.2809402990742864,6.0,10
373,Willian Borges da Silva,MID,Fulham,2,2.273722616337863,5.3,10
374,Jack Grealish,MID,Man City,3,2.240881954322554,7.3,10
375,Carlos Baleba,MID,Brighton,2,2.187818276513497,4.5,10
376,Boubacar Kamara,MID,Aston Villa,2,2.137137500026578,5.0,10
377,Dango Ouattara,MID,Bournemouth,0,2.1193793391186864,4.8,10
378,Will Hughes,MID,Crystal Palace,2,2.1159081704966427,4.9,10
379,Kai Havertz,MID,Arsenal,3,2.108465637315707,7.1,10
380,Tahith Chong,MID,Luton,1,2.0942425981358324,4.9,10
381,Sean Longstaff,MID,Newcastle,1,2.0817379148729596,4.9,10
382,Christian Eriksen,MID,Man Utd,2,2.0798111974224107,5.9,10
383,Oliver Norwood,MID,Sheffield Utd,1,2.070794904637463,4.8,10
384,Sander Berge,MID,Burnley,1,2.042202390332781,4.8,10
385,Bobby De Cordova-Reid,MID,Fulham,1,2.023498478614501,5.5,10
386,Luca Koleosho,MID,Burnley,2,2.020457224957361,5.0,10
387,Pape Matar Sarr,MID,Spurs,2,2.019890796762972,4.6,10
388,Pelly Ruddock Mpanzu,MID,Luton,1,2.0170655711792604,4.8,10
389,Emile Smith Rowe,MID,Arsenal,6,1.9861680869662823,5.3,10
390,Marcus Rashford,MID,Man Utd,2,1.897702161513451,8.7,10
391,Ryan Christie,MID,Bournemouth,2,1.8803041213543592,5.0,10
392,Morgan Gibbs-White,MID,Nott'm Forest,2,1.865253443774421,5.8,10
393,Jorge Luiz Frello Filho,MID,Arsenal,0,1.8632783202454184,5.3,10
394,Moisés Caicedo Corozo,MID,Chelsea,1,1.8625716950028728,4.7,10
395,Gustavo Hamer,MID,Sheffield Utd,2,1.85992679753064,5.0,10
396,Nicolás Domínguez,MID,Nott'm Forest,1,1.8508993844984816,5.0,10
397,Andreas Hoelgebaum Pereira,MID,Fulham,1,1.8396514699278672,5.5,10
398,Miguel Almirón Rejala,MID,Newcastle,2,1.826194637283478,6.4,10
399,Josh Brownhill,MID,Burnley,2,1.818330178183216,4.8,10
400,Alex Iwobi,MID,Fulham,2,1.813667419685284,5.4,10
401,Ibrahim Sangaré,MID,Nott'm Forest,1,1.7973621737581984,5.0,10
402,Sofyan Amrabat,MID,Man Utd,0,1.7939705498909309,5.0,10
403,Bruno Borges Fernandes,MID,Man Utd,1,1.7267344240859082,8.3,10
404,Carlos Henrique Casimiro,MID,Man Utd,0,1.7231289888838368,5.4,10
405,Enzo Fernández,MID,Chelsea,0,1.6928769075388437,4.9,10
406,Frank Onyeka,MID,Brentford,0,1.684243287498459,4.9,10
407,Billy Gilmour,MID,Brighton,1,1.672968567835304,4.9,10
408,Nicolò Zaniolo,MID,Aston Villa,0,1.6721505672086563,5.5,10
409,Ryan Gravenberch,MID,Liverpool,1,1.6677801627738942,5.0,10
410,James Milner,MID,Brighton,0,1.659199254440507,4.8,10
411,Youri Tielemans,MID,Aston Villa,1,1.6403710321057976,5.7,10
412,Elliot Anderson,MID,Newcastle,0,1.592240884807696,4.4,10
413,Harry Wilson,MID,Fulham,3,1.5811770476172555,5.3,10
414,Boubacar Traoré,MID,Wolves,1,1.5654188737830304,4.4,10
415,Luis Díaz,MID,Liverpool,0,1.564500126339846,7.5,10
416,Anthony Gordon,MID,Newcastle,2,1.548263709154324,5.7,10
417,Tom Cairney,MID,Fulham,1,1.5238011088512164,4.9,10
418,Pierre-Emile Højbjerg,MID,Spurs,1,1.493731208458993,5.2,10
419,Luis Sinisterra,MID,Bournemouth,0,1.4782101332806976,5.5,10
420,Cheick Doucouré,MID,Crystal Palace,2,1.4558500928491374,5.0,10
421,Joelinton Cássio Apolinário de Lira,MID,Newcastle,2,1.4556696957107167,5.8,10
422,Jacob Murphy,MID,Newcastle,0,1.4418530095809452,4.8,10
423,Jeffrey Schlupp,MID,Crystal Palace,1,1.4400692731112006,4.9,10
424,Leon Bailey,MID,Aston Villa,4,1.4383288321177887,5.5,10
425,Sandro Tonali,MID,Newcastle,0,1.4301341331073552,5.3,10
426,Vini de Souza Costa,MID,Sheffield Utd,2,1.423631293627155,5.0,10
427,Jordan Ayew,MID,Crystal Palace,6,1.4048221981062006,5.4,10
428,Marvelous Nakamba,MID,Luton,2,1.398327494844955,4.4,10
429,Bruno Guimarães Rodriguez Moura,MID,Newcastle,2,1.3960020809971287,5.8,10
430,Harvey Elliott,MID,Liverpool,1,1.3690758197870732,4.8,10
431,Arnaut Danjuma Groeneveld,MID,Everton,0,1.3669990242871537,5.4,10
432,Antony Matheus dos Santos,MID,Man Utd,0,1.3531493451064749,6.8,10
433,Jefferson Lerma Solís,MID,Crystal Palace,2,1.3448558427025794,4.7,10
434,Jacob Bruun Larsen,MID,Burnley,1,1.3410607753805854,4.9,10
435,Wilson Odobert,MID,Burnley,0,1.3370134338379764,5.0,10
436,Martin Ødegaard,MID,Arsenal,0,1.3290322945505626,8.5,10
437,Saïd Benrahma,MID,West Ham,0,1.3257483623337858,5.7,10
438,Mike Trésor,MID,Burnley,1,1.323098415940266,5.5,10
439,Alex Scott,MID,Bournemouth,2,1.31174963067008,4.9,10
440,Yves Bissouma,MID,Spurs,3,1.2758069343397265,5.0,10
441,Scott McTominay,MID,Man Utd,2,1.2727668903970653,4.8,10
442,Joe Rothwell,MID,Bournemouth,1,1.267486408442654,4.9,10
443,Mason Mount,MID,Man Utd,1,1.230759668350737,6.8,10
444,Lewis Cook,MID,Bournemouth,0,1.2077379357127602,5.0,10
445,Saša Lukić,MID,Fulham,1,1.2058167592667444,4.4,10
446,Jesurun Rak-Sakyi,MID,Crystal Palace,1,1.1750718850737754,4.5,10
447,Aaron Ramsey,MID,Burnley,0,1.1454805112425233,5.0,10
448,Brennan Johnson,MID,Spurs,3,1.1422290677893083,5.8,10
449,Oliver Skipp,MID,Spurs,0,1.1309334854440254,4.6,10
450,Pablo Sarabia,MID,Wolves,0,1.1228209808483631,4.8,10
451,Mykhailo Mudryk,MID,Chelsea,0,1.1168986702806123,6.3,10
452,Thomas Partey,MID,Arsenal,0,1.1140506044080187,4.8,10
453,Alejandro Garnacho,MID,Man Utd,1,1.061654365178781,4.7,10
454,Callum Hudson-Odoi,MID,Nott'm Forest,0,1.0589706483006396,4.9,10
455,Solly March,MID,Brighton,0,1.0444616268515587,6.3,10
456,Andros Townsend,MID,Luton,1,1.0230893200361286,5.0,10
457,Josh Cullen,MID,Burnley,0,1.00070849458816,5.0,10
458,Harrison Reed,MID,Fulham,1,0.9855164392959728,4.8,10
459,Ross Barkley,MID,Luton,2,0.9624752567155545,4.9,10
460,Jairo Riedewald,MID,Crystal Palace,0,0.9156183882822392,4.4,10
461,Mateo Kovačić,MID,Man City,1,0.9150195393154712,4.9,10
462,Matheus França de Oliveira,MID,Crystal Palace,1,0.8997253514609571,4.9,10
463,Luke Berry,MID,Luton,0,0.8847903423062012,4.7,10
464,Tomáš Souček,MID,West Ham,1,0.8701929227701466,4.9,10
465,Ryan Yates,MID,Nott'm Forest,1,0.8651702961415892,4.9,10
466,Pablo Fornals Malla,MID,West Ham,0,0.8143791724658814,4.7,10
467,Tommy Doyle,MID,Wolves,1,0.8096831886069693,4.4,10
468,Matheus Luiz Nunes,MID,Man City,0,0.7790757297709224,5.0,10
469,Manor Solomon,MID,Spurs,0,0.7773986137138237,5.2,10
470,Yegor Yarmolyuk,MID,Brentford,1,0.7753114907807843,4.4,10
471,Saman Ghoddos,MID,Brentford,0,0.7656775042078505,4.5,10
472,Nathan Redmond,MID,Burnley,1,0.7394329556016247,4.8,10
473,Ian Maatsen,MID,Chelsea,1,0.7377587549461285,5.2,10
474,Jean-Ricner Bellegarde,MID,Wolves,0,0.6749140173513256,5.0,10
475,Giovani Lo Celso,MID,Spurs,0,0.6630072409603756,4.8,10
476,Cheikhou Kouyaté,MID,Nott'm Forest,0,0.6569677245932999,4.8,10
477,Fábio Ferreira Vieira,MID,Arsenal,6,0.6566490892362163,5.4,10
478,Kevin De Bruyne,MID,Man City,0,0.6553946045406094,10.2,10
479,Ben Osborn,MID,Sheffield Utd,0,0.6466725667406189,4.8,10
480,Noni Madueke,MID,Chelsea,2,0.5990766404107023,5.3,10
481,Jacob Ramsey,MID,Aston Villa,0,0.5321245446459674,5.9,10
482,Eberechi Eze,MID,Crystal Palace,0,0.5285328068575635,6.1,10
483,David Ozoh,MID,Crystal Palace,0,0.4786674514985741,4.5,10
484,Michael Olakigbe,MID,Brentford,0,0.4631868454954146,4.5,10
485,Jack Hinshelwood,MID,Brighton,0,0.4567609508471966,4.5,10
486,Leander Dendoncker,MID,Aston Villa,1,0.4171224084291769,4.9,10
487,Lesley Ugochukwu,MID,Chelsea,1,0.4130139911956881,4.4,10
488,Kalvin Phillips,MID,Man City,0,0.3852051783261845,4.8,10
489,Kevin Schade,MID,Brentford,0,0.3810233981305766,5.3,10
490,Reiss Nelson,MID,Arsenal,1,0.3659629493195787,4.9,10
491,Facundo Buonanotte,MID,Brighton,1,0.3648965822204541,4.8,10
492,Curtis Jones,MID,Liverpool,0,0.3428103092300304,4.9,10
493,Justin Kluivert,MID,Bournemouth,0,0.3420727904514077,4.7,10
494,Idrissa Gueye,MID,Everton,0,0.3306226323055077,4.8,10
495,Mikkel Damsgaard,MID,Brentford,0,0.3271958672837609,4.9,10
496,Mahmoud Dahoud,MID,Brighton,2,0.3044118339378684,4.8,10
497,Facundo Pellistri Rebollo,MID,Man Utd,0,0.2962579837087127,4.4,10
498,Michael Olise,MID,Crystal Palace,0,0.2901272764903829,5.8,10
499,Donny van de Beek,MID,Man Utd,0,0.2861006127956816,4.8,10
500,Julio Enciso,MID,Brighton,0,0.2677126393993663,5.1,10
501,Bertrand Traoré,MID,Aston Villa,1,0.2630396310903326,5.0,10
502,Hannibal Mejbri,MID,Man Utd,0,0.254591230466007,4.4,10
503,Oscar Bobb,MID,Man City,0,0.2506036465986516,4.4,10
504,Wataru Endo,MID,Liverpool,1,0.2408134414014976,5.4,10
505,Manuel Benson Hedilazio,MID,Burnley,0,0.2168409102620528,5.2,10
506,Jóhann Berg Gudmundsson,MID,Burnley,2,0.2005589414490414,4.8,10
507,Keane Lewis-Potter,MID,Brentford,0,0.1983658462672699,4.8,10
508,Anis Slimane,MID,Sheffield Utd,1,0.1910516749364592,4.7,10
509,Hamed Traorè,MID,Bournemouth,0,0.1902417291821604,4.8,10
510,Anass Zaroury,MID,Burnley,2,0.1841317606749078,4.8,10
511,Adam Lallana,MID,Brighton,1,0.1813176718708022,4.9,10
512,Tom Davies,MID,Sheffield Utd,0,0.1649579239614498,5.0,10
513,Shandon Baptiste,MID,Brentford,0,0.1541192869018222,4.3,10
514,Carney Chukwuemeka,MID,Chelsea,0,0.1473827921125789,4.3,10
515,Maxwel Cornet,MID,West Ham,0,0.1405298689778566,5.3,10
516,Enso González,MID,Wolves,0,0.1328884681126514,5.0,10
517,Albert Sambi Lokonga,MID,Luton,0,0.1322091282693303,4.9,10
518,Jadon Sancho,MID,Man Utd,0,0.1279673274017038,6.7,10
519,Danilo dos Santos de Oliveira,MID,Nott'm Forest,0,0.1260565141331518,5.3,10
520,Tyler Adams,MID,Bournemouth,0,0.1250238219203911,5.0,10
521,Alex Matos,MID,Chelsea,0,0.1140082576545847,4.5,10
522,Mohamed Elneny,MID,Arsenal,4,0.1128127436842599,4.4,10
523,Thiago Alcántara do Nascimento,MID,Liverpool,0,0.1090584763344449,4.8,10
524,Adama Traoré,MID,Fulham,0,0.1066149059162367,4.9,10
525,Naouirou Ahamada,MID,Crystal Palace,1,0.1065057427788291,4.3,10
526,Stefan Bajcetic,MID,Liverpool,0,0.1038774349887265,4.8,10
527,Lewis Dobbin,MID,Everton,0,0.1015928462719298,4.5,10
528,Emiliano Buendía Stati,MID,Aston Villa,0,0.0989334165273047,5.7,10
529,Luke Harris,MID,Fulham,0,0.0968938864004889,4.5,10
530,Bruno Cavaco Jordão,MID,Wolves,0,0.096400855386304,4.4,10
531,Ben Doak,MID,Liverpool,0,0.096400855386304,4.4,10
532,Conor Coventry,MID,West Ham,0,0.096400855386304,4.4,10
533,Jakub Moder,MID,Brighton,0,0.096400855386304,4.4,10
534,Gavin Kilkenny,MID,Bournemouth,0,0.096400855386304,4.4,10
535,Joe Hodge,MID,Wolves,0,0.096400855386304,4.4,10
536,Omari Kellyman,MID,Aston Villa,0,0.096400855386304,4.5,10
537,Roméo Lavia,MID,Chelsea,0,0.0869556531825033,4.9,10
538,Harry Arter,MID,Nott'm Forest,0,0.0862880178147639,4.4,10
539,Matt Ritchie,MID,Newcastle,0,0.0862880178147639,4.4,10
540,Enock Agyei,MID,Burnley,0,0.0862880178147639,4.4,10
541,Andrey Nascimento dos Santos,MID,Nott'm Forest,1,0.0862880178147639,4.4,10
542,André Tavares Gomes,MID,Everton,0,0.0862880178147639,4.4,10
543,Bobby Clark,MID,Liverpool,0,0.0852936110953422,4.5,10
544,Dele Alli,MID,Everton,0,0.0827009426715156,4.8,10
545,Rodrigo Bentancur,MID,Spurs,1,0.0827009426715156,5.4,10
546,Bryan Gil Salvatierra,MID,Spurs,1,0.0827009426715156,4.9,10
547,Malcolm Ebiowei,MID,Crystal Palace,0,0.0804734200773989,4.5,10
548,Emiliano Marcondes,MID,Bournemouth,0,0.0798893244225687,4.4,10
549,Jack Cork,MID,Burnley,0,0.0796999528206334,4.8,10
550,Jordan Clark,MID,Luton,0,0.0796999528206334,4.9,10
551,Matthew Dibley-Dias,MID,Fulham,0,0.0751807735238021,4.5,10
552,Mackenzie Hunt,MID,Everton,0,0.0751807735238021,4.5,10
553,Jaidon Anthony,MID,Bournemouth,0,0.0751132801206876,4.9,10
554,Lewis Miley,MID,Newcastle,0,0.0722260993606612,4.5,10
555,Josh Dasilva,MID,Brentford,0,0.0716182432240756,4.7,10
556,Harvey Barnes,MID,Newcastle,0,0.0712479365951713,6.2,10
557,Joe Willock,MID,Newcastle,1,0.0705764085790171,5.3,10
558,Tyrese Francois,MID,Fulham,0,0.0703605825058588,4.4,10
559,Darko Churlinov,MID,Burnley,0,0.0697764868510286,4.4,10
560,Ethan Brierley,MID,Brentford,0,0.0679002229863721,4.5,10
561,Tyler Onyango,MID,Everton,0,0.0679002229863721,4.5,10
562,James McConnell,MID,Liverpool,0,0.0659467525444292,4.5,10
563,Daniel Castelo Podence,MID,Wolves,0,0.0650083927281625,5.3,10
564,Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0,0.0650083927281625,5.4,10
565,Philippe Coutinho Correia,MID,Aston Villa,0,0.0650083927281625,5.8,10
566,Hakim Ziyech,MID,Chelsea,0,0.0650083927281625,5.4,10
567,Ismaila Coulibaly,MID,Sheffield Utd,0,0.0635965712743002,4.4,10
568,Andre Brooks,MID,Sheffield Utd,0,0.0635965712743002,4.5,10
569,Han-Noah Massengo,MID,Burnley,0,0.0630763899190177,5.0,10
570,Tim Iroegbunam,MID,Aston Villa,0,0.0628207718686484,4.4,10
571,Kobbie Mainoo,MID,Man Utd,0,0.0569411779137143,4.4,10
572,Demarai Gray,MID,Everton,0,0.0548955551566224,5.3,10
573,Marcus Oliveira Alencar,MID,Arsenal,0,0.0544829154008784,4.5,10
574,Jadan Raymond,MID,Crystal Palace,0,0.0513385595099956,4.5,10
575,John Fleck,MID,Sheffield Utd,1,0.0483036094159013,4.9,10
576,Nicolas Pépé,MID,Arsenal,0,0.0452161634105331,4.9,10
577,Ângelo Gabriel Borges Damaceno,MID,Chelsea,0,0.0427587988285238,5.0,10
578,Christian Pulisic,MID,Chelsea,0,0.0427587988285238,5.5,10
579,Jamal Lowe,MID,Bournemouth,0,0.0427587988285238,4.9,10
580,Flynn Downes,MID,West Ham,0,0.0427587988285238,5.0,10
581,Steven Alzate,MID,Brighton,0,0.0380710271029224,4.4,10
582,Jaden Philogene-Bidace,MID,Aston Villa,0,0.0380710271029224,4.5,10
583,Sergi Canós Tenés,MID,Brentford,0,0.036488718450354,5.0,10
584,Jonjo Shelvey,MID,Nott'm Forest,0,0.036488718450354,4.8,10
585,Remo Freuler,MID,Nott'm Forest,0,0.036488718450354,4.9,10
586,Lewis O'Brien,MID,Nott'm Forest,0,0.036488718450354,4.9,10
587,Allan Campbell,MID,Luton,0,0.0334877285994718,4.9,10
588,Fred Onyedinma,MID,Luton,0,0.0334877285994718,5.0,10
589,Scott Twine,MID,Burnley,0,0.0334877285994718,4.9,10
590,Samuel Bastien,MID,Burnley,0,0.0334877285994718,4.9,10
591,Luke Freeman,MID,Luton,0,0.0334877285994718,4.9,10
592,Fabio Henrique Tavares,MID,Liverpool,0,0.0306342647360253,5.0,10
593,Jordan Henderson,MID,Liverpool,0,0.0306342647360253,5.0,10
594,Dion Pereira,MID,Luton,0,0.0279581895313823,4.4,10
595,Tanguy Ndombélé Alvaro,MID,Spurs,0,0.0279581895313823,4.4,10
596,Anthony Knockaert,MID,Fulham,0,0.0279581895313823,4.4,10
597,Louie Watson,MID,Luton,0,0.0279581895313823,4.4,10
598,Daniel Gore,MID,Man Utd,0,0.027806317346311,4.5,10
599,Amad Diallo,MID,Man Utd,0,0.027806317346311,4.4,10
600,Omari Forson,MID,Man Utd,0,0.027806317346311,4.4,10
601,Ivan Neves Abreu Cavaleiro,MID,Fulham,0,0.0243641843578555,5.0,10
602,Ryan Fraser,MID,Newcastle,0,0.0243641843578555,4.9,10
603,Allan Saint-Maximin,MID,Newcastle,0,0.0243641843578555,6.0,10
604,Jeff Hendrick,MID,Newcastle,0,0.0227771481856639,4.4,10
605,Alex Mighten,MID,Nott'm Forest,0,0.0227771481856639,4.4,10
606,Isaac Hayden,MID,Newcastle,0,0.0227771481856639,4.4,10
607,Glen Rea,MID,Luton,0,0.0227771481856639,4.4,10
608,Frederico Rodrigues de Paula Santos,MID,Man Utd,0,0.0192265566648392,5.0,10
609,Diego Manuel Jadon da Silva Moreira,MID,Chelsea,0,0.0158214332032838,4.5,10
610,Francisco Jorge Tomás Oliveira,MID,Wolves,0,0.0158214332032838,4.5,10
611,Jeremy Sarmiento Morante,MID,Brighton,0,0.0158214332032838,4.5,10
612,Nikola Vlašić,MID,West Ham,0,0.0158214332032838,4.5,10
613,Luke Cundle,MID,Wolves,0,0.0158214332032838,4.5,10
614,Morgan Sanson,MID,Aston Villa,0,0.0158214332032838,4.5,10
615,Kacper Kozłowski,MID,Brighton,0,0.0158214332032838,4.5,10
616,Yasin Ayari,MID,Brighton,0,0.0158214332032838,4.5,10
617,Siriki Dembélé,MID,Bournemouth,0,0.0158214332032838,4.5,10
618,Ben Pearson,MID,Bournemouth,0,0.0158214332032838,4.5,10
619,Riyad Mahrez,MID,Man City,0,0.0125244999644127,7.5,10
620,Josh Bowler,MID,Nott'm Forest,0,0.0095513528251139,4.5,10
621,Carlos Mendes Gomes,MID,Luton,0,0.0095513528251139,4.5,10
622,Shea Charles,MID,Man City,0,0.0095513528251139,4.5,10
623,Braian Ojeda Rodríguez,MID,Nott'm Forest,0,0.0095513528251139,4.5,10
624,Gustavo Henrique Furtado Scarpa,MID,Nott'm Forest,0,0.0095513528251139,4.5,10
625,Brandon Aguilera Zamora,MID,Nott'm Forest,0,0.0095513528251139,4.5,10
626,Jean-Philippe Gbamin,MID,Everton,0,0.0095513528251139,4.4,10
627,Ryan Trevitt,MID,Brentford,0,0.0095513528251139,4.5,10
628,Jayden Luker,MID,Luton,0,0.0095513528251139,4.5,10
629,Máximo Perrone,MID,Man City,0,0.0095513528251139,4.4,10
630,Dara Costelloe,MID,Burnley,0,0.0095513528251139,4.5,10
631,Mads Bidstrup,MID,Brentford,0,0.0095513528251139,4.5,10
632,Elliot Thorpe,MID,Luton,0,0.0095513528251139,4.5,10
633,Garang Kuol,MID,Newcastle,0,0.0095513528251139,4.5,10
634,Granit Xhaka,MID,Arsenal,0,0.0065546812129385,6.0,10
635,Ryan Oné,MID,Sheffield Utd,1,-0.0079590523696312,4.5,10
636,Erling Haaland,FWD,Man City,16,12.568754380713186,14.0,10
637,Eddie Nketiah,FWD,Arsenal,17,12.564488804625784,5.5,10
638,Callum Wilson,FWD,Newcastle,13,10.87702099191883,7.8,10
639,Darwin Núñez Ribeiro,FWD,Liverpool,10,8.480950275372123,7.4,10
640,Dominic Calvert-Lewin,FWD,Everton,9,7.266166554503452,5.8,10
641,Evan Ferguson,FWD,Brighton,8,6.883394355854476,6.0,10
642,Antoine Semenyo,FWD,Bournemouth,9,5.180802469618126,4.5,10
643,João Pedro Junqueira de Jesus,FWD,Brighton,1,5.163783087033081,5.3,10
644,Nicolas Jackson,FWD,Chelsea,2,5.03741875229268,6.9,10
645,Neal Maupay,FWD,Brentford,3,3.852412644070225,4.9,10
646,Dominic Solanke,FWD,Bournemouth,2,2.965216748194055,6.4,10
647,Odsonne Edouard,FWD,Crystal Palace,2,2.9634004072604285,5.5,10
648,Julián Álvarez,FWD,Man City,2,2.946367816679881,7.1,10
649,Ollie Watkins,FWD,Aston Villa,2,2.308986141965113,8.3,10
650,Alexander Isak,FWD,Newcastle,0,2.197326988387873,7.5,10
651,Chiedozie Ogbene,FWD,Luton,2,2.0197979063991887,4.9,10
652,Michail Antonio,FWD,West Ham,1,1.951574517713325,5.8,10
653,Rasmus Højlund,FWD,Man Utd,2,1.929381362288206,7.2,10
654,Matheus Santos Carneiro Da Cunha,FWD,Wolves,2,1.8553352358977069,5.5,10
655,Carlton Morris,FWD,Luton,2,1.8324796376388237,5.5,10
656,Jacob Brown,FWD,Luton,1,1.7726069434732017,4.9,10
657,Yoane Wissa,FWD,Brentford,2,1.6965903472159525,5.9,10
658,Rhian Brewster,FWD,Sheffield Utd,1,1.6615976323776234,4.9,10
659,Cameron Archer,FWD,Sheffield Utd,1,1.644712674197152,4.5,10
660,Anthony Martial,FWD,Man Utd,1,1.617236345335922,6.5,10
661,Elijah Adebayo,FWD,Luton,1,1.6136646403473047,4.8,10
662,Zeki Amdouni,FWD,Burnley,1,1.5405378418804934,5.4,10
663,Kieffer Moore,FWD,Bournemouth,0,1.42818946582362,4.7,10
664,Sasa Kalajdzic,FWD,Wolves,1,1.3430740829264605,4.9,10
665,Taiwo Awoniyi,FWD,Nott'm Forest,1,1.2808375181298757,6.5,10
666,Lyle Foster,FWD,Burnley,0,1.1641726449305658,5.0,10
667,Gabriel Fernando de Jesus,FWD,Arsenal,0,1.0599704472507052,7.9,10
668,Raúl Jiménez,FWD,Fulham,1,0.9447073944505252,5.3,10
669,Jean-Philippe Mateta,FWD,Crystal Palace,1,0.937755076650536,4.9,10
670,Carlos Vinícius Alves Morais,FWD,Fulham,0,0.8396296868679005,4.8,10
671,Danny Welbeck,FWD,Brighton,0,0.8388591544239126,5.8,10
672,Cauley Woodrow,FWD,Luton,0,0.8275873097549217,4.4,10
673,Cody Gakpo,FWD,Liverpool,1,0.7156159736521946,7.2,10
674,Jhon Durán,FWD,Aston Villa,0,0.6989044646997823,5.0,10
675,Norberto Bercique Gomes Betuncal,FWD,Everton,0,0.6497851331744772,5.9,10
676,Fábio Silva,FWD,Wolves,0,0.6033901870165562,5.3,10
677,Divock Origi,FWD,Nott'm Forest,0,0.5233610733652394,5.0,10
678,Alejo Véliz,FWD,Spurs,0,0.5207544549569345,5.4,10
679,Youssef Ramalho Chermiti,FWD,Everton,1,0.48313136772857,4.9,10
680,Chris Wood,FWD,Nott'm Forest,0,0.4743566100757669,4.9,10
681,Bénie Traoré,FWD,Sheffield Utd,0,0.4446903100191181,5.2,10
682,Danny Ings,FWD,West Ham,1,0.4438732204092054,5.7,10
683,Divin Mubama,FWD,West Ham,0,0.3451405828911077,4.3,10
684,Jay Rodriguez,FWD,Burnley,1,0.3035589009233922,5.3,10
685,Armando Broja,FWD,Chelsea,0,0.2753078757063912,4.9,10
686,Shola Shoretire,FWD,Man Utd,0,0.2477591443741885,4.4,10
687,Rodrigo Muniz Carvalho,FWD,Fulham,0,0.2343432373731593,4.4,10
688,Oliver McBurnie,FWD,Sheffield Utd,0,0.1833322029271873,5.4,10
689,Harry Kane,FWD,Spurs,0,0.1524781029040535,12.5,10
690,Joe Taylor,FWD,Luton,0,0.1503066263116216,4.5,10
691,Christopher Nkunku,FWD,Chelsea,0,0.1228587190067617,7.3,10
692,William Osula,FWD,Sheffield Utd,0,0.1011722258979868,4.3,10
693,Deivid Washington de Souza Eugênio,FWD,Chelsea,1,0.0805151033174448,4.5,10
694,Aribim Pepple,FWD,Luton,0,0.0755450276730857,4.5,10
695,Jamie Donley,FWD,Spurs,0,0.0620370010337283,4.5,10
696,Aleksandar Mitrović,FWD,Fulham,0,0.0357391829267497,7.4,10
697,Hwang Ui-jo,FWD,Nott'm Forest,0,0.0341680871106032,4.4,10
698,Andi Zeqiri,FWD,Brighton,0,0.0335360924081795,4.4,10
699,Wout Weghorst,FWD,Burnley,0,0.0274410547510563,5.5,10
700,Michael Obafemi,FWD,Burnley,0,0.0274410547510563,4.9,10
701,Daniel Jebbison,FWD,Sheffield Utd,0,0.0252548899286253,4.8,10
702,David Datro Fofana,FWD,Chelsea,0,0.0245518642291727,5.0,10
703,Pierre-Emerick Aubameyang,FWD,Chelsea,0,0.0245518642291727,6.5,10
704,Deniz Undav,FWD,Brighton,0,0.0245518642291727,5.5,10
705,Wesley Moraes Ferreira da Silva,FWD,Aston Villa,0,0.0245518642291727,5.0,10
706,Gianluca Scamacca,FWD,West Ham,0,0.0245518642291727,6.0,10
707,Iliman Ndiaye,FWD,Sheffield Utd,0,0.0245518642291727,5.5,10
708,Romelu Lukaku Bolingoli,FWD,Chelsea,0,0.013468831869148,6.8,10
709,Emmanuel Dennis,FWD,Nott'm Forest,0,0.013468831869148,4.8,10
710,Folarin Balogun,FWD,Arsenal,0,0.0131798589866101,4.4,10
711,Antwoine Hackford,FWD,Sheffield Utd,0,0.0116301373567046,4.5,10
712,Keinan Davis,FWD,Aston Villa,0,0.009549550401835,4.9,10
713,Mason Burstow,FWD,Chelsea,0,0.005937766070428,4.5,10
714,Nathan Fraser,FWD,Wolves,0,0.0048519405885616,4.5,10
715,Luke Plange,FWD,Crystal Palace,0,-0.0012432481634592,4.5,10
716,Jay Stansfield,FWD,Fulham,0,-0.0012432481634592,4.5,10
717,Aaron Connolly,FWD,Brighton,0,-0.0012432481634592,4.5,10
718,Ademola Ola-Adebomi,FWD,Crystal Palace,0,-0.0012432481634592,4.5,10
719,Halil Dervişoğlu,FWD,Brentford,0,-0.0012432481634592,4.5,10
720,Thomas Cannon,FWD,Everton,0,-0.0012432481634592,4.5,10
721,Louie Marsh,FWD,Sheffield Utd,0,-0.0012432481634592,4.5,10
722,John-Kymani Gordon,FWD,Crystal Palace,0,-0.0012432481634592,4.5,10
723,Ellis Simms,FWD,Everton,0,-0.0012432481634592,4.5,10
724,Ronnie Stutter,FWD,Chelsea,0,-0.0012432481634592,4.5,10
725,Ivan Toney,FWD,Brentford,0,-0.0040792226417105,7.9,10
726,Admiral Muskwe,FWD,Luton,0,-0.0154461821555672,4.5,10
727,Sam Surridge,FWD,Nott'm Forest,0,-0.0154461821555672,4.5,10
728,Dane Scarlett,FWD,Spurs,0,-0.0286320098226215,4.5,10
729,John McAtee,FWD,Luton,0,-0.0702094763079095,4.5,10
